11,6,21,16,16,7,9,10,8,12,11,21,28,13849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22,34,25,24,21,30,26,7,23,23,23,55,15039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,21,27,46,24,27,12,12,29,24,30,47,16328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,13,43,23,40,22,30,24,11,30,25,25,86,16456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,23,18,26,34,18,23,10,18,20,16,18,57,16428,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,25,14,21,35,18,18,20,28,20,17,34,49,16399,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20,23,27,21,22,25,26,17,10,28,27,46,16450,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,18,11,49,25,34,34,26,25,18,17,43,57,16415,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,13,27,26,25,10,20,20,12,16,19,35,61,16306,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,15,28,25,22,20,21,14,24,20,21,50,54,16243,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,20,14,42,27,13,21,33,34,10,14,40,84,16421,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,20,22,30,43,39,14,11,37,11,22,15,58,16399,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,34,27,18,32,25,13,25,19,18,21,34,57,16315,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20,11,19,34,37,28,17,14,17,25,27,69,16176,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,17,38,15,28,35,39,20,15,21,22,20,37,16350,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,19,16,17,34,27,28,38,21,16,20,31,36,16389,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,29,24,8,14,16,41,21,25,20,14,44,39,16351,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,35,18,17,24,17,26,14,24,17,30,37,36,16258,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,24,20,25,24,21,16,14,18,22,23,19,54,16264,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,33,19,30,19,20,25,17,18,24,22,25,61,16384,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,34,19,23,29,25,16,31,30,16,16,36,63,16127,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,34,19,20,29,22,22,21,21,21,8,16,62,16354,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
